pl_name,hostname,pl_orbper,pl_tranmid,pl_tranmiderr1
Kepler-1240 b,Kepler-1240,4.8663815,2454967.01713,0.00406
K2-80 c,K2-80,5.605,2457066.4842,0.0071
Kepler-891 b,Kepler-891,53.44945593,2454982.201815,0.000985
Kepler-1605 b,Kepler-1605,85.7565495,2454995.71867,0.00674
HD 80913 b,HD 80913,10839.83341,,
Kepler-1984 b,Kepler-1984,1.992812339,2454964.70565,0.00307
Kepler-598 c,Kepler-598,86.4945,2455014.88967,0.00464
HAT-P-29 b,HAT-P-29,5.72319,2456210.61536,5e-05
Kepler-288 d,Kepler-288,56.633742,2454968.55296,0.01046
Kepler-264 c,Kepler-264,140.101261,2455049.22078,0.01187
Kepler-1786 b,Kepler-1786,78.5460968,2454977.06962,0.0037
Kepler-1119 b,Kepler-1119,8.3265153,2454968.58682,0.00465
Kepler-49 d,Kepler-49,2.576549,2455005.12932,0.00066
GJ 687 c,GJ 687,727.562,,
Kepler-1465 b,Kepler-1465,31.8277111,2454967.59821,0.00332
Kepler-1844 b,Kepler-1844,3.924510002,2454965.40179,0.00398
Kepler-1036 b,Kepler-1036,122.8808058,2454998.45701,0.00516
Kepler-358 b,Kepler-358,34.060467,2454974.36327,0.00332
HD 206893 c,HD 206893,2090.0,,
HD 202772 A b,HD 202772 A,3.308958,2458338.61047,0.00024
Kepler-1179 b,Kepler-1179,2.685057492,2454965.60411,0.00129
Kepler-1544 b,Kepler-1544,168.811174,2455044.44085,0.00531
G 192-15 c,G 192-15,1219.0,2458813.0,10.0
Kepler-457 d,KOI-7892,10.6906004,2454974.116,0.433
Kepler-868 b,Kepler-868,5.03251791,2454970.33295,0.00346
TOI-7510 b,TOI-7510,11.530869,2458656.213656,
Kepler-355 c,Kepler-355,25.762294,2454980.70457,0.00714
Kepler-1299 b,Kepler-1299,19.9400874,2454975.34994,0.00603
Kepler-381 d,Kepler-381,8.256299973,2454970.92536,0.00305
Kepler-1806 b,Kepler-1806,9.033320427,2454970.1703,0.0037
Kepler-1570 b,Kepler-1570,26.548955,2454970.23871,0.00838
Kepler-232 c,Kepler-232,11.379349,2454966.85018,0.00219
KIC 5479689 b,KIC 5479689,1.701531,,
Kepler-1759 b,Kepler-1759,3.720230103,2454966.4183,0.00333
Kepler-225 c,Kepler-225,18.794234,2455010.7935,0.00216
Kepler-833 b,Kepler-833,18.7546998,2454974.71563,0.00222
Kepler-321 b,Kepler-321,4.915379,2454965.69543,0.00128
Kepler-973 b,Kepler-973,49.6077331,2454971.41415,0.00191
Kepler-243 b,Kepler-243,5.715442,2455007.87832,0.00109
Kepler-308 b,Kepler-308,9.694928,2455015.45617,0.00558
HD 97037 b,HD 97037,6449.08337,,
Kepler-776 b,Kepler-776,4.89718784,2454966.40218,0.00309
DMPP-2 b,DMPP-2,5.2072,,
Kepler-1226 b,Kepler-1226,17.2923453,2454968.74985,0.00556
Kepler-1048 b,Kepler-1048,6.92101021,2454968.64481,0.0031
WASP-73 b,WASP-73,4.08722,2458462.55487,0.00022
HATS-44 b,HATS-44,2.7439004,2456931.11384,0.00061
HATS-45 b,HATS-45,4.1876244,2456731.19533,0.00073
Kepler-1260 b,Kepler-1260,19.1187753,2454971.42568,0.00598
K2-343 b,K2-343,2.787174,2457141.32497,0.001208
Kepler-367 c,Kepler-367,53.578637,2455004.18362,0.00434
Kepler-176 e,Kepler-176,51.16579,2455005.3084,0.0106
Kepler-194 c,Kepler-194,17.308032,2455009.94169,0.00253
WASP-61 b,WASP-61,3.8559,2457128.11889,0.00019
HD 80606 b,HD 80606,111.436765,2458888.07466,0.00204
HAT-P-6 b,HAT-P-6,3.85298,2456100.88331,0.0002
Kepler-465 b,Kepler-465,9.940672466,2454968.215073,0.000544
Kepler-1475 b,Kepler-1475,82.177374,2455030.19323,0.00934
HATS-46 b,HATS-46,4.7423729,2457376.68539,0.0006
HATS-7 b,HATS-7,3.185315,2456528.29697,0.00058
Kepler-1756 b,Kepler-1756,2.355750084,2455010.88996,0.00292
K2-366 b,K2-366,15.937039,2456906.4351,0.0028
Kepler-1960 b,Kepler-1960,2.297940016,2454964.50475,0.00685
Kepler-1007 b,Kepler-1007,5.185002073,2454964.87942,0.00155
Kepler-659 b,Kepler-659,17.671796,2455019.3686,0.00262
Kepler-1290 b,Kepler-1290,4.69500134,2454966.93999,0.0063
HD 40956 b,HD 40956,578.6,,
Kepler-1244 b,Kepler-1244,3.70428172,2454965.2159,0.00396
HD 50499 b,HD 50499,2447.1,2455005.0,74.0
Kepler-374 b,Kepler-374,1.897806,2454965.67854,0.00407
2MASS J22501512+2325342 b,2MASS J22501512+2325342,,,
WASP-99 b,WASP-99,5.75251,2459135.796,0.000101
HAT-P-15 b,HAT-P-15,10.8635,2456159.44417,0.00017
HD 169142 b,HD 169142,,,
Kepler-1420 b,Kepler-1420,6.69960006,2454967.14722,0.00528
WASP-58 b,WASP-58,5.01718,2458986.98151,0.00015
HAT-P-1 b,HAT-P-1,4.46529976,2453979.93202,0.00024
HAT-P-23 b,HAT-P-23,1.212884,2454852.26464,0.00018
HAT-P-57 b,HAT-P-57,2.4653,2457598.49926,0.00037
KELT-15 b,KELT-15,3.32944,2458973.57814,0.00012
HAT-P-17 b,HAT-P-17,10.33852,2456703.460703,5e-05
CoRoT-2 b,CoRoT-2,1.7429935,2454237.53556,0.0002
HAT-P-17 c,HAT-P-17,5584.0,,
HAT-P-4 b,HAT-P-4,3.056536,2455584.57238,0.00018
HAT-P-30 b,HAT-P-30,2.8106,2457775.212778,7.7e-05
WASP-71 b,WASP-71,2.90367,2458720.93288,0.00017
HAT-P-49 b,HAT-P-49,2.69155,2458684.75534,0.00019
HD 147873 c,HD 147873,491.54,,
Kepler-857 b,Kepler-857,85.35129427,2454994.009326,0.000882
HATS-12 b,HATS-12,3.142702,2457311.23876,0.00068
EPIC 211945201 b,EPIC 211945201,19.49221,2457158.82477,0.00086
K2-188 c,K2-188,7.810253,2457144.85447,0.00397
K2-108 b,K2-108,4.733999,2457145.09609,0.00172
Kepler-1025 b,Kepler-1025,37.3229493,2454985.83536,0.00318
Kepler-1666 b,Kepler-1666,25.8476,2455021.874,0.00462
Kepler-1924 b,Kepler-1924,15.33170033,2454975.525,0.00963
K2-127 b,K2-127,3.588163,2457223.92588,0.00034
WASP-144 b,WASP-144,2.2783152,2457157.27493,0.00015
K2-409 b,K2-409,1.908084,2457990.2841,0.0011
Kepler-997 b,Kepler-997,2.707306716,2454965.43096,0.00163
HD 99109 b,HD 99109,439.29999,2451991.0,12.0
WASP-158 b,WASP-158,3.656333,2457619.9195,0.001
WASP-145 A b,WASP-145 A,1.7690381,2456844.16526,0.00026
WASP-159 b,WASP-159,3.840401,2457668.0849,0.0009
HD 89345 b,HD 89345,11.8143,2457913.8052,0.0011
CoRoT-20 c,CoRoT-20,1675.0,,
NGTS-2 b,NGTS-2,4.511164,2457759.1261,0.0014
Kepler-1562 b,Kepler-1562,64.2737752,2455019.71003,0.00801
K2-117 b,K2-117,1.2916,2457142.77452,0.00162
DMPP-1 b,DMPP-1,18.57,,
Kepler-1110 b,Kepler-1110,9.69312032,2454967.52964,0.00285
HD 153557 b,HD 153557,7.29903,,
Kepler-1170 b,Kepler-1170,9.98969327,2454966.76149,0.00348
WASP-162 b,WASP-162,9.62468,2457701.3816,0.0006
WASP-172 b,WASP-172,5.477433,2457032.2617,0.0005
Kepler-392 b,Kepler-392,5.341853,2454969.30141,0.00756
K2-188 b,K2-188,1.742169,2457140.47617,0.00719
Kepler-324 e,Kepler-324,13.97939968,2454975.3383,0.0022
Kepler-194 b,Kepler-194,2.092281,2454966.05964,0.00232
Kepler-157 d,Kepler-157,7.02573474,2454966.62972,0.00275
Kepler-763 c,Kepler-763,4.09667624,2454966.09833,0.00376
Kepler-236 c,Kepler-236,23.968127,2455019.2169,0.00362
LHS 3154 b,LHS 3154,3.71778,2458874.0,0.14
Kepler-664 b,Kepler-664,2.525593315,2455004.59513,0.0011
HATS-9 b,HATS-9,1.915291,2457311.7514,0.00039
DMPP-1 c,DMPP-1,6.584,,
Kepler-157 c,Kepler-157,13.5405,2455004.68032,0.00219
Kepler-947 b,Kepler-947,26.9644317,2454978.34343,0.00493
Kepler-758 e,Kepler-758,8.1934719,2454971.9921,0.0106
Kepler-679 b,Kepler-679,12.39358604,2455011.74572,0.00244
WASP-147 b,WASP-147,4.60273,2456562.595,0.0013
Kepler-1907 c,Kepler-1907,14.86390018,2454975.9516,0.0052
Kepler-934 b,Kepler-934,55.6738309,2454969.54348,0.0041
Kepler-1986 b,Kepler-1986,19.5489666,2454982.78882,0.00432
Kepler-1521 b,Kepler-1521,47.14840805,2455008.26845,0.00135
Kepler-189 c,Kepler-189,20.134866,2455004.36552,0.00159
HD 135344 A b,HD 135344 A,,,
HD 66428 b,HD 66428,2269.81726,2456562.0,13.0
Kepler-1468 c,Kepler-1468,3.54553021,2454965.37696,0.00453
K2-266 b,K2-266,0.658524,2457949.6747,0.0032
Kepler-1371 b,Kepler-1371,3.4462039,2454965.23052,0.00391
HD 196067 b,HD 196067,3413.7,,
Kepler-202 c,Kepler-202,16.282493,2455013.79623,0.0014
K2-266 d,K2-266,14.697,2457944.8393,0.0012
K2-266 e,K2-266,19.482,2457938.541,0.0013
Kepler-271 b,Kepler-271,10.43547805,2454967.82334,0.00232
Kepler-1834 b,Kepler-1834,4.603010178,2454966.22313,0.00287
Kepler-122 e,Kepler-122,37.993273,2454996.01553,0.00579
Kepler-974 b,Kepler-974,4.194496514,2454967.13429,0.00101
GJ 676 A d,GJ 676 A,3.60076,,
Kepler-218 b,Kepler-218,3.619337,2454968.43801,0.00183
NGTS-3 A b,NGTS-3 A,1.6753728,2457620.1679,0.00095
K2-238 b,K2-238,3.20466,2457740.5036,0.0004
WASP-106 b,WASP-106,9.28969,2457977.9796,0.0014
TrES-1 b,TrES-1,3.03007,2453186.806341,5.1e-05
Qatar-1 b,Qatar-1,1.4200242,2456234.103218,6.071e-05
Kepler-1387 b,Kepler-1387,2.279526656,2454966.35773,0.0034
Kepler-234 b,Kepler-234,2.711506,2455003.03513,0.0013
Kepler-525 b,Kepler-525,18.68404933,2455003.83222,0.00236
CoRoT-20 b,CoRoT-20,9.24285,2455266.0001,0.0014
HD 18438 b,HD 18438,803.0,,
Kepler-1205 b,Kepler-1205,1.078390352,2454966.24975,0.00125
Kepler-1067 c,Kepler-1067,5.425839901,2454968.86518,0.00211
EPIC 201841433 b,EPIC 201841433,4.1698,2456811.6359,0.0011
HATS-64 b,HATS-64,4.908897,2457769.82287,0.00082
HATS-65 b,HATS-65,3.105161,2457520.9613,0.00041
K2-80 b,K2-80,19.0918,2457077.61,0.01
Kepler-1222 b,Kepler-1222,1.916944254,2454965.46704,0.00248
K2-285 d,K2-285,10.45582,2457745.201,0.00076
K2-285 e,K2-285,14.76289,2457741.8969,0.002
HATS-60 b,HATS-60,3.560829,2458015.72358,0.00085
Kepler-359 b,Kepler-359,25.563222,2455208.28439,0.00369
K2-369 b,K2-369,5.761612,2456979.8716,0.0052
WASP-165 b,WASP-165,3.465509,2457649.71142,0.00093
HD 4313 b,HD 4313,356.21,,
Kepler-1056 b,Kepler-1056,27.495606,2454966.28365,0.00359
Kepler-1554 b,Kepler-1554,198.088774,2455152.73061,0.00827
HATS-59 b,HATS-59,5.416081,2456620.66527,0.00052
K2-284 b,K2-284,4.795069,2457859.11316,0.00043
Kepler-1107 b,Kepler-1107,0.571038518,2454964.653538,0.000589
HD 457 b,HD 457,20324.58153,,
HD 112640 b,HD 112640,613.2,,
Kepler-1969 b,Kepler-1969,6.647520065,2454970.13371,0.00517
Kepler-996 b,Kepler-996,3.770590584,2454966.39097,0.00168
TOI-172 b,TOI-172,9.47725,2458345.8734,0.0013
K2-85 b,K2-85,0.68453862616,2457065.36778,0.00056
Kepler-48 f,Kepler-48,5219.681854,,
Kepler-1385 b,Kepler-1385,2.88879862,2454965.33156,0.00484
Kepler-8 b,Kepler-8,3.5224991,2454954.11931,2e-05
K2-291 b,K2-291,2.225177,2457830.06163,0.00099
HAT-P-25 b,HAT-P-25,3.65281514,2457759.39314,0.00015
GJ 328 c,GJ 328,241.8,2458478.8,5.4
K2-181 b,K2-181,6.8941,2457143.7948,0.0025
Kepler-1039 b,Kepler-1039,0.934884242,2454964.581851,0.000821
HATS-69 b,HATS-69,2.2252577,2457755.3939,0.00052
HATS-68 b,HATS-68,3.5862202,2457410.4086,0.0011
Kepler-1383 b,Kepler-1383,13.9093583,2454975.8819,0.0105
Kepler-800 b,Kepler-800,14.13176026,2454975.26113,0.00256
GJ 4276 b,GJ 4276,13.352,,
Kepler-1484 b,Kepler-1484,30.4549136,2454973.76313,0.00826
WASP-161 b,WASP-161,5.4060425,2457416.5289,0.0011
Kepler-172 e,Kepler-172,35.118736,2454985.11935,0.00408
Kepler-1864 b,Kepler-1864,3.881510019,2454968.1178,0.0026
HATS-70 b,HATS-70,1.8882378,2456911.87486,0.0008
WISPIT 1 b,WISPIT 1,,,
Kepler-281 d,Kepler-281,148.2720032,2454971.00557,0.00469
HD 1397 b,HD 1397,11.53533,2458332.08261,0.0006
Kepler-988 b,Kepler-988,17.76080053,2454970.50628,0.00128
K2-285 b,K2-285,3.471745,2457743.37545,0.00051
Kepler-1694 b,Kepler-1694,3.89526,2454964.8589,0.0026
Kepler-526 b,Kepler-526,5.458498316,2455005.0888,0.00125
HD 47366 c,HD 47366,677.53,,
K2-245 b,K2-245,11.89307,2457587.5524,0.0018
Kepler-159 b,Kepler-159,10.139623,2455011.44948,0.00119
Kepler-859 b,Kepler-859,20.38177573,2454975.31445,0.00215
WASP-140 b,WASP-140,2.23598448,2456912.35261,0.00016
KMT-2022-BLG-1818L c,KMT-2022-BLG-1818L,,,
K2-18 b,K2-18,32.939623,2457264.39144,0.00065
HAT-P-35 b,HAT-P-35,3.646706,2455578.66158,0.0005
Kepler-208 d,Kepler-208,11.131786,2454956.29541,0.0074
Kepler-1129 c,Kepler-1129,76.5369586,2454997.15492,0.00866
HD 12235 b,HD 12235,4.36305,,
Kepler-364 b,Kepler-364,25.745718,2454968.95058,0.01321
Kepler-524 b,Kepler-524,7.97419807,2455007.52833,0.00196
Kepler-221 e,Kepler-221,18.369917,2454964.86048,0.00087
HD 10180 g,HD 10180,604.67,,
HD 181433 c,HD 181433,962.0,,
HD 87816 b,HD 87816,484.17,,
Kepler-1189 b,Kepler-1189,3.78858982,2454967.6227,0.00476
Kepler-401 d,Kepler-401,184.256405,2455088.2581,0.0133
GJ 422 b,GJ 422,20.129,,
24 Boo b,24 Boo,30.33,,
WASP-164 b,WASP-164,1.7771255,2457203.85378,0.0002
K2-376 b,K2-376,5.776475,2458096.7426,0.0025
Kepler-563 b,Kepler-563,22.18432708,2455007.597478,0.000892
HD 173416 b,HD 173416,322.03,,
Kepler-1042 b,Kepler-1042,10.13202575,2454965.9102,0.00275
V1298 Tau d,V1298 Tau,12.4032,2457072.3913,0.003
HD 2685 b,HD 2685,4.12688,2458325.78297,0.0002
Kepler-25 b,Kepler-25,6.238297,2455703.42004,0.00012
KELT-23 A b,KELT-23 A,2.255251,2458140.3792,0.0027
Kepler-1491 b,Kepler-1491,16.5861762,2454966.2787,0.0103
Kepler-1528 b,Kepler-1528,1.791110205,2454964.95809,0.00357
Kepler-1436 b,Kepler-1436,9.705716,2454973.3731,0.0139
GJ 180 c,GJ 180,24.329,,
HATS-24 b,HATS-24,1.3484978,2457948.709321,3.9e-05
HAT-P-9 b,HAT-P-9,3.92281072,2455484.913088,0.000386
HAT-P-36 b,HAT-P-36,1.32734683,2457885.383994,9.4e-05
HD 21749 c,GJ 143,7.78993,2458371.2287,0.0016
Kepler-1621 b,Kepler-1621,92.263714,2454979.424,0.0236
Kepler-1478 b,Kepler-1478,26.0840594,2454982.4478,0.0163
Kepler-203 c,Kepler-203,5.370647,2455005.23697,0.00091
Kepler-221 b,Kepler-221,2.795906,2454965.72929,0.00084
NGTS-5 b,NGTS-5,3.3569866,2457740.35262,0.00026
NGTS-4 b,NGTS-4,1.3373508,2457607.9975,0.0034
Kepler-386 b,Kepler-386,12.31043,2454974.86305,0.01048
Kepler-1502 b,Kepler-1502,41.7083629,2454986.53949,0.00705
Qatar-9 b,Qatar-9,1.540731,2458227.75643,0.00027
Kepler-1591 b,Kepler-1591,8.18504949,2454967.55375,0.00969
Kepler-160 c,Kepler-160,13.699429,2455004.4805,0.0011
Kepler-1057 b,Kepler-1057,14.08827448,2454970.34424,0.0024
Kepler-115 b,Kepler-115,2.403679,2454967.72847,0.00305
Kepler-527 b,Kepler-527,13.28535633,2455002.8621,0.00143
Kepler-1011 b,Kepler-1011,5.753221974,2454969.75619,0.00124
TrES-3 b,TrES-3,1.30618581,2454185.9104,
Kepler-1600 b,Kepler-1600,386.370548,2455285.8748,0.01
Kepler-49 c,Kepler-49,10.91,2455002.8525,0.001
KMT-2020-BLG-0414L b,KMT-2020-BLG-0414L,,,
Kepler-717 b,Kepler-717,4.40840023,2455005.1893,0.00289
Kepler-1566 b,Kepler-1566,0.539915238,2454964.55175,0.00212
Kepler-1022 b,Kepler-1022,10.99469878,2454970.35766,0.00144
HD 75784 b,HD 75784,341.2,,
Kepler-1321 d,Kepler-1321,5.720920086,2454967.66282,0.00501
Kepler-1340 b,Kepler-1340,0.665026916,2454964.65768,0.00206
Kepler-411 d,Kepler-411,58.02035,2454984.8484,0.0061
Kepler-411 c,Kepler-411,7.834435,2454968.2224,0.0002
Kepler-742 b,Kepler-742,8.360868238,2455008.644892,0.00059
Kepler-936 b,Kepler-936,10.56134221,2454966.76417,0.00354
K2-295 b,K2-295,4.024867,2457395.4140498,1.2e-06
Kepler-748 b,Kepler-748,7.40742793,2455188.49521,0.0032
WASP-5 b,WASP-5,1.6284279,2454373.99598,0.00025
HATS-18 b,HATS-18,0.83784,2458217.64374,0.00016
Kepler-1349 b,Kepler-1349,2.12823928,2454965.47062,0.00438
Kepler-1627 b,Kepler-1627,7.20283653,2454968.19376,0.00886
Kepler-394 d,Kepler-394,5.613580227,2454964.81669,0.0054
Kepler-1601 b,Kepler-1601,2.20921951,2454964.90843,0.00548
Kepler-1751 b,Kepler-1751,7.017310143,2454966.90592,0.00577
K2-133 e,K2-133,26.5841,2457837.8657,0.0022
K2-308 b,K2-308,3.38628,2457823.2233,0.0006
DS Tuc A b,DS Tuc A,8.138268,2458332.30997,0.00026
Kepler-283 c,Kepler-283,92.743711,2455006.31145,0.0073
Kepler-1086 b,Kepler-1086,18.78425728,2454970.88324,0.00232
Kepler-25 c,Kepler-25,12.7207,2455711.15013,0.00014
Kepler-1023 b,Kepler-1023,62.1387714,2454994.1476,0.00269
Kepler-1497 b,Kepler-1497,8.74199772,2454968.4222,0.00869
Kepler-981 b,Kepler-981,4.469757736,2454964.84366,0.00112
K2-111 b,K2-111,5.3518,2457100.0768,0.0019
Kepler-436 c,Kepler-436,16.79713874,2454967.04221,0.00404
HD 175167 b,HD 175167,1175.0,,
Kepler-139 c,Kepler-139,157.072878,2455314.26266,0.0044
Kepler-1743 b,Kepler-1743,7.649710178,2454971.33113,0.00477
K2-173 b,K2-173,5.868699,2457067.14113,0.002928
WASP-181 b,WASP-181,4.5195064,2457747.66681,0.00035
Kepler-583 b,Kepler-583,6.5100253,2455005.91594,0.00159
Kepler-1770 b,Kepler-1770,16.84189987,2454970.99231,0.00181
Kepler-987 b,Kepler-987,105.3033148,2455040.17343,0.00396
Kepler-385 d,Kepler-385,56.4159,2454996.128,0.0118
Gl 410 b,Gl 410,6.02,,
Kepler-1201 b,Kepler-1201,15.18725932,2454967.05581,0.0046
Kepler-1540 b,Kepler-1540,125.4131177,2455028.62717,0.00264
HAT-P-70 b,HAT-P-70,2.74432452,2458439.57519,0.00045
Kepler-176 c,Kepler-176,12.759712,2455003.31062,0.00146
HD 96700 c,HD 96700,19.88,,
Kepler-1568 b,Kepler-1568,20.925392,2454967.895,0.0105
HATS-58 A b,HATS-58 A,4.2180896,2457463.2999,0.0017
WASP-169 b,WASP-169,5.6114118,2457697.0176,0.0014
K2-147 b,K2-147,0.961939,2457343.30907,0.001
Kepler-247 d,Kepler-247,20.477912,2455011.66798,0.00068
Kepler-1552 b,Kepler-1552,184.771853,2455050.36155,0.00652
K2-398 b,K2-398,6.393025,2457909.0449,0.0042
K2-268 b,K2-268,2.151676,2457143.654276,0.002437
LkCa 15 c,LkCa 15,,,
Kepler-1542 c,Kepler-1542,2.89223021,2454965.86465,0.00386
HD 30856 b,HD 30856,847.0,,
Kepler-173 c,Kepler-173,8.005777,2455003.5034,0.00116
TOI-163 b,TOI-163,4.231306,2458328.8797,0.00062
Kepler-1445 b,Kepler-1445,10.60052251,2454965.98457,0.00696
Kepler-1095 b,Kepler-1095,4.27103091,2454966.1404,0.00258
Kepler-1123 b,Kepler-1123,4.33946454,2454965.80245,0.00218
NGTS-8 b,NGTS-8,2.4997,2457500.1783,0.00072
Kepler-2000 b,Kepler-2000,6.383159135,2455003.604622,0.000744
Kepler-1371 c,Kepler-1371,2.00541269,2454966.2455,0.00393
Kepler-538 b,Kepler-538,81.73778,2455044.6789,0.0011
Kepler-1877 b,Kepler-1877,2.377569914,2454966.3975,0.0025
Kepler-331 c,Kepler-331,17.28111,2454969.00798,0.00216
Kepler-543 b,Kepler-543,13.89961966,2455015.865271,0.000626
HD 150010 b,HD 150010,562.0,,
Kepler-1105 b,Kepler-1105,4.421572182,2454965.18354,0.00186
Kepler-1311 b,Kepler-1311,11.1726994,2454973.00554,0.00899
K2-58 c,K2-58,2.53726,2456982.12,0.0023
Kepler-1449 b,Kepler-1449,13.2274528,2454970.72197,0.00886
HD 38801 b,HD 38801,685.25,,
Kepler-389 c,Kepler-389,14.51143,2454976.86026,0.01341
Kepler-147 c,Kepler-147,33.416423,2455004.33383,0.0072
GJ 1265 b,GJ 1265,3.6511,,
Kepler-604 b,Kepler-604,25.85501786,2455025.57518,0.00293
K2-12 b,K2-12,8.28246,2456815.3701,0.0029
GJ 514 b,GJ 514,140.43,,
Kepler-92 c,Kepler-92,26.723,2454980.95119,0.00072714
Kepler-1635 b,Kepler-1635,469.63111,2455255.4954,0.0137
Kepler-667 b,Kepler-667,41.43962808,2455041.93112,0.00161
Kepler-1709 b,Kepler-1709,65.70459747,2454970.4421,0.0011
K2-158 c,K2-158,5.90279,2457583.8828,0.0131
EPIC 220674823 b,EPIC 220674823,0.5713127,2457394.00907,0.00067
Kepler-167 b,Kepler-167,4.3931539,2455831.78065,0.00039
Kepler-127 c,Kepler-127,29.393195,2455042.06708,0.00121
Kepler-111 c,Kepler-111,224.77833,2454975.09611,0.00088
Kepler-890 b,Kepler-890,52.75875577,2454989.30675,0.000534
GJ 357 d,GJ 357,55.661,,
Kepler-175 b,Kepler-175,11.903515,2455011.34082,0.002
WASP-175 b,WASP-175,3.0652907,2457143.78886,0.00034
WASP-182 b,WASP-182,3.3769848,2458018.66018,0.00067
Kepler-374 c,Kepler-374,3.282807,2454964.89972,0.00375
K2-43 b,K2-43,3.471149,2456809.8843,0.00071
Kepler-557 b,Kepler-557,3.705989551,2455002.94342,0.00107
Kepler-1904 b,Kepler-1904,4.577020168,2454965.09921,0.00177
HATS-47 b,HATS-47,3.9228038,2457365.35804,0.00029
Kepler-186 e,Kepler-186,22.407704,2454986.8006,0.0024
Kepler-1902 b,Kepler-1902,3.822220087,2454965.15233,0.0049
Kepler-747 b,Kepler-747,35.61760587,2455030.03542,0.00111
DH Tau b,DH Tau,,,
HD 134606 f,HD 134606,26.915,,
GJ 3998 d,GJ 3998,41.78,2460170.55,3.29
HIP 5763 b,HIP 5763,30.014,,
Kepler-1044 b,Kepler-1044,6.77408868,2454968.95514,0.00244
HATS-48 A b,HATS-48 A,3.1316666,2457100.55022,0.00045
HATS-49 b,HATS-49,4.1480467,2457105.1648,0.00054
HATS-72 b,HATS-72,7.3279474,2458087.64782,7.5e-05
Kepler-316 b,Kepler-316,2.240508,2454970.82156,0.00164
Kepler-1085 c,Kepler-1085,56.7771,2455014.09789,0.00413
Kepler-1585 b,Kepler-1585,3.5827463,2454967.94912,0.00441
Kepler-1856 b,Kepler-1856,1.302000046,2454964.93624,0.00202
Kepler-116 b,Kepler-116,5.968734,2454970.15762,0.00092
Kepler-1958 b,Kepler-1958,9.328619957,2454968.87513,0.00352
TOI-169 b,TOI-169,2.2554477,2458327.44174,0.00065
HD 12648 b,HD 12648,133.60001,,
Kepler-1301 b,Kepler-1301,9.08237046,2454972.65023,0.0045
Kepler-879 c,Kepler-879,0.646716,2454833.206,0.003
HD 33142 d,HD 33142,89.9,,
Kepler-1695 b,Kepler-1695,4.7329,2454964.5783,0.0029
NGTS-9 b,NGTS-9,4.43527,2457671.81086,0.00265
Qatar-6 b,Qatar-6,3.506195,2457784.0327,0.00049
HD 213885 b,HD 213885,1.008035,2458379.97043,0.0012
Kepler-1103 b,Kepler-1103,19.79191978,2454982.30853,0.00356
NGTS-11 b,NGTS-11,35.45533,2458390.7043,0.0016
CoRoT-10 b,CoRoT-10,13.2406,2454273.3436,0.0012
TOI-1728 b,TOI-1728,3.49151,2458843.27427,0.00043
HIP 114933 b,HIP 114933,1481.6,,
11 Com b,11 Com,323.21,,
Kepler-1162 c,Kepler-1162,59.284064,2454981.75407,0.00818
HD 86226 c,HD 86226,3.98442,2458543.2539,0.0007
HD 158259 b,HD 158259,2.178,2460338.523071,0.0013773
HD 158259 d,HD 158259,5.1980814,,
Kepler-184 b,Kepler-184,10.687576,2455002.93154,0.0012
GJ 3512 b,GJ 3512,203.109,2457739.51,0.22
HD 158259 e,HD 158259,7.951,,
HD 158259 f,HD 158259,12.028,,
Kepler-1112 b,Kepler-1112,14.36267939,2454974.43634,0.00344
Kepler-345 c,Kepler-345,9.387427,2454970.38084,0.00171
COCONUTS-2 b,COCONUTS-2 A,402000000.0,,
HIP 65 A b,HIP 65 A,0.9809734,2458326.10418,0.00011
LTT 9779 b,LTT 9779,0.792052,2458354.2143,0.00025
WD 1856+534 b,WD 1856+534,1.4079405,2458779.3750828,3.4e-06
Kepler-1820 b,Kepler-1820,31.03249931,2454985.2694,0.00525
Kepler-993 b,Kepler-993,22.08557563,2454968.23132,0.00187
Kepler-261 c,Kepler-261,24.570858,2454968.87408,0.00159
Kepler-1560 b,Kepler-1560,3.03195744,2454966.98988,0.00362
HD 213885 c,HD 213885,4.78503,,
WASP-126 b,WASP-126,3.28883,2458827.416215,5.7e-05
XO-7 b,XO-7,2.8641424,2457917.47503,0.00045
WASP-176 b,WASP-176,3.899052,2458234.1771,0.0007
Kepler-233 c,Kepler-233,60.418955,2455014.16152,0.00573
Kepler-218 d,Kepler-218,124.5244647,2455087.1801,0.00358
TOI-125 b,TOI-125,4.65382,2458355.35529,0.001
Kepler-1360 b,Kepler-1360,40.5286413,2455001.02881,0.00651
EPIC 220554210 c,K2-282,0.70531,2457466.1131,0.0019
Kepler-270 b,Kepler-270,11.476094,2454968.3951,0.00368
Kepler-215 d,Kepler-215,30.864423,2455005.93309,0.00154
Kepler-1867 b,Kepler-1867,9.887359619,2454972.52781,0.00695
HD 20782 b,HD 20782,597.0643,,
Kepler-48 b,Kepler-48,4.778,2454957.06113,
Kepler-1380 b,Kepler-1380,10.3108245,2454974.51174,0.00769
Kepler-693 b,Kepler-693,15.37563332,2455006.613288,0.00065
K2-54 b,K2-54,9.7833,2457012.2875,0.0028
Kepler-1834 c,Kepler-1834,0.766691517,2454965.19667,0.00138
Kepler-1416 b,Kepler-1416,1.49514952,2454965.66209,0.00578
Kepler-292 e,Kepler-292,11.97901,2455011.9664,0.00523
Kepler-653 b,Kepler-653,14.70748976,2455008.79285,0.0019
WASP-187 b,WASP-187,5.147878,2455197.3529,0.002
